gm3, temp,
39.56, 35
37.54, 34
35.62, 33
33.77, 32
32.02, 31
30.34, 30
28.73, 29
27.21, 28
25.75, 27
24.36, 26
23.05, 25
21.78, 24
20.55, 23
19.43, 22
18.35, 21
17.28, 20
16.30, 19
15.37, 18
14.47, 17
13.65, 16
12.85, 15
12.07, 14
11.35, 13
10.65, 12
10.01, 11
9.40, 10
8.82, 9
8.27, 8
7.76, 7
7.28, 6
6.83, 5
6.40, 4
5.99, 3
5.59, 2
5.21, 1
4.84, +0
4.84, -0
4.48, -1
4.14, -2
3.82, -3
3.53, -4
3.26, -5
3.04, -6
2.77, -7
2.55, -8
2.34, -9
2.15, -10
1.98, -11
1.82, -12
1.67, -13
1.53, -14
